feedback_id,guest_id,hotel_type,package_name,stay_date,nps_score,checkin_satisfaction,room_satisfaction,food_satisfaction,value_for_money,would_return,booking_channel
FB0002389,G002919,Resort Hotel,Standard,2016-12-17,6,3,2,5,1,Y,TA/TO
FB0002390,G003352,Resort Hotel,Full Board,2016-06-03,7,1,3,2,5,Y,GDS
FB0002391,G001197,City Hotel,Breakfast Included,2017-08-28,5,5,2,4,3,N,TA/TO
FB0002392,G002192,Resort Hotel,Half Board,2016-09-14,10,5,2,1,3,N,TA/TO
FB0002393,G004293,Resort Hotel,Premium All-Inclusive,2015-08-22,8,2,2,3,4,Maybe,Direct
FB0002394,G001514,City Hotel,Full Board,2016-11-04,10,2,4,5,2,N,Direct
FB0002395,G001060,City Hotel,Breakfast Included,2017-03-08,8,4,4,2,4,Y,GDS
FB0002396,G003989,City Hotel,Standard,2015-09-10,4,1,1,5,3,Y,GDS
FB0002397,G004251,City Hotel,Half Board,2015-11-11,4,2,3,5,3,Maybe,TA/TO
FB0002398,G000519,Resort Hotel,Breakfast Included,2016-12-08,9,5,4,5,4,Y,GDS
FB0002399,G002878,City Hotel,Standard,2017-01-04,7,4,4,4,4,Y,TA/TO
FB0002400,G003939,City Hotel,Breakfast Included,2016-09-25,8,4,4,2,5,Y,Direct
FB0002401,G003632,City Hotel,Full Board,2017-06-26,10,5,5,3,4,Maybe,GDS
FB0002402,G000723,City Hotel,Standard,2016-01-14,10,4,5,2,2,Y,TA/TO
FB0002403,G002227,Resort Hotel,Premium All-Inclusive,2015-08-07,10,2,3,1,4,Y,GDS
FB0002404,G003020,City Hotel,Breakfast Included,2016-08-09,6,1,3,5,4,N,GDS
FB0002405,G002776,Resort Hotel,Half Board,2015-11-02,7,2,4,5,1,Maybe,TA/TO
FB0002406,G004293,City Hotel,Premium All-Inclusive,2017-02-20,10,2,1,4,5,N,GDS
FB0002407,G004316,City Hotel,Half Board,2016-10-30,9,3,2,3,2,Maybe,Direct
FB0002408,G002878,Resort Hotel,Breakfast Included,2015-11-19,10,1,1,2,1,Maybe,TA/TO
FB0002409,G001642,Resort Hotel,Full Board,2016-08-23,2,2,4,5,4,Y,Direct
FB0002410,G001092,City Hotel,Breakfast Included,2017-04-20,6,5,2,4,2,Y,Direct
FB0002411,G001029,Resort Hotel,Premium All-Inclusive,2016-12-19,10,4,4,3,2,Maybe,GDS
FB0002412,G002392,City Hotel,Standard,2016-03-04,7,5,1,4,3,Y,GDS
FB0002413,G004837,Resort Hotel,Standard,2017-07-01,10,1,5,5,5,Y,TA/TO
FB0002414,G002830,City Hotel,Full Board,2016-02-24,3,1,3,2,5,N,GDS
FB0002415,G000128,Resort Hotel,Breakfast Included,2016-03-15,7,5,4,2,5,N,GDS
FB0002416,G000628,City Hotel,Full Board,2017-08-02,7,1,2,4,4,Maybe,GDS
FB0002417,G001003,Resort Hotel,Premium All-Inclusive,2016-09-07,8,3,5,5,5,Maybe,Direct
FB0002418,G004911,City Hotel,Breakfast Included,2016-08-23,8,4,1,3,5,Y,GDS
FB0002419,G004275,Resort Hotel,Standard,2016-08-30,9,2,2,2,5,Maybe,Direct
FB0002420,G003289,Resort Hotel,Standard,2015-12-31,8,1,2,4,2,Maybe,GDS
FB0002421,G000484,Resort Hotel,Full Board,2015-10-30,8,3,1,2,1,N,GDS
FB0002422,G003008,City Hotel,Half Board,2017-03-05,2,1,2,3,5,Y,TA/TO
FB0002423,G003004,Resort Hotel,Standard,2017-04-23,9,1,5,2,5,Maybe,Direct
FB0002424,G003405,City Hotel,Breakfast Included,2017-07-13,0,2,1,4,5,Y,TA/TO
FB0002425,G000543,Resort Hotel,Full Board,2016-03-23,4,5,3,4,1,Y,TA/TO
FB0002426,G004002,City Hotel,Half Board,2017-06-11,4,2,1,4,1,Y,Direct
FB0002427,G004921,City Hotel,Premium All-Inclusive,2017-05-26,10,3,4,2,1,Y,GDS
FB0002428,G001394,City Hotel,Standard,2016-06-23,5,1,5,1,3,Y,Direct
FB0002429,G003382,City Hotel,Full Board,2016-10-20,9,5,1,2,5,Maybe,Direct
FB0002430,G001082,City Hotel,Breakfast Included,2016-04-08,10,3,2,2,2,Maybe,TA/TO
FB0002431,G003912,Resort Hotel,Standard,2016-12-11,4,4,2,1,3,Y,GDS
FB0002432,G002975,Resort Hotel,Full Board,2016-06-11,7,1,4,4,2,Y,TA/TO
FB0002433,G000989,Resort Hotel,Half Board,2016-02-09,9,1,2,1,3,Y,Direct
FB0002434,G003091,City Hotel,Standard,2015-11-02,9,1,1,4,3,N,GDS
FB0002435,G001526,City Hotel,Premium All-Inclusive,2015-07-26,9,3,1,2,3,N,GDS
FB0002436,G003075,City Hotel,Standard,2017-03-02,6,4,3,2,4,Y,TA/TO
FB0002437,G001785,Resort Hotel,Breakfast Included,2017-03-14,9,2,2,2,2,Maybe,Direct
FB0002438,G003614,Resort Hotel,Full Board,2015-07-26,8,5,3,2,3,Y,GDS
FB0002439,G004066,City Hotel,Standard,2015-11-02,5,3,5,5,1,Maybe,Direct
FB0002440,G003059,Resort Hotel,Standard,2017-08-17,10,2,3,5,5,Maybe,Direct
FB0002441,G004138,Resort Hotel,Standard,2015-11-04,5,1,4,1,5,Maybe,Direct
FB0002442,G000564,City Hotel,Half Board,2017-06-19,10,1,2,4,1,Y,TA/TO
FB0002443,G003483,City Hotel,Standard,2015-08-19,8,2,5,4,4,N,GDS
FB0002444,G003848,Resort Hotel,Premium All-Inclusive,2016-12-05,1,3,5,2,1,N,Direct
FB0002445,G001763,Resort Hotel,Premium All-Inclusive,2017-01-07,7,3,4,3,5,Y,TA/TO
FB0002446,G003604,Resort Hotel,Half Board,2016-11-11,3,4,1,3,3,N,GDS
FB0002447,G004713,Resort Hotel,Premium All-Inclusive,2016-03-15,7,2,3,4,5,N,Direct
FB0002448,G004376,City Hotel,Standard,2016-05-29,10,5,5,4,1,Maybe,TA/TO
FB0002449,G001307,Resort Hotel,Breakfast Included,2016-01-24,5,1,5,2,4,Y,Direct
FB0002450,G004198,City Hotel,Half Board,2016-03-14,1,3,2,1,4,Y,TA/TO
FB0002451,G000416,City Hotel,Standard,2017-05-05,7,5,4,2,2,Maybe,TA/TO
FB0002452,G002333,Resort Hotel,Breakfast Included,2015-10-09,6,2,3,5,5,Maybe,TA/TO
FB0002453,G003896,City Hotel,Full Board,2017-03-21,2,1,4,5,4,Y,TA/TO
FB0002454,G004420,Resort Hotel,Standard,2017-04-20,9,3,1,4,2,N,Direct
FB0002455,G004683,City Hotel,Standard,2017-05-28,8,4,2,3,4,Maybe,TA/TO
FB0002456,G003779,Resort Hotel,Full Board,2017-06-01,8,5,4,1,1,N,TA/TO
FB0002457,G001245,City Hotel,Half Board,2017-05-08,8,1,5,3,3,N,GDS
FB0002458,G000285,City Hotel,Breakfast Included,2017-07-07,6,2,4,5,5,Maybe,TA/TO
FB0002459,G004539,Resort Hotel,Standard,2016-04-05,5,2,5,2,1,Y,TA/TO
FB0002460,G004007,Resort Hotel,Full Board,2016-10-05,8,2,5,3,3,Maybe,Direct
FB0002461,G003033,City Hotel,Standard,2017-04-07,0,5,1,2,4,Maybe,Direct
FB0002462,G001585,Resort Hotel,Full Board,2016-08-13,5,4,2,4,2,N,GDS
FB0002463,G000097,Resort Hotel,Full Board,2016-10-24,6,1,4,1,4,Y,Direct
FB0002464,G001271,Resort Hotel,Premium All-Inclusive,2015-11-14,8,3,3,3,4,N,GDS
FB0002465,G004210,City Hotel,Full Board,2015-10-22,4,1,1,3,4,N,TA/TO
FB0002466,G002834,City Hotel,Half Board,2015-08-19,9,3,1,4,3,Y,TA/TO
FB0002467,G001671,Resort Hotel,Premium All-Inclusive,2015-12-09,10,4,1,4,3,Maybe,TA/TO
FB0002468,G001862,Resort Hotel,Breakfast Included,2017-03-26,8,2,3,2,2,Maybe,GDS
FB0002469,G004540,City Hotel,Half Board,2016-03-09,8,5,5,1,1,Maybe,GDS
FB0002470,G000301,Resort Hotel,Standard,2016-01-23,7,1,1,5,4,Maybe,TA/TO
FB0002471,G004453,City Hotel,Breakfast Included,2017-02-18,8,3,3,2,3,Maybe,GDS
FB0002472,G000638,City Hotel,Full Board,2017-01-23,6,2,5,3,1,N,TA/TO
FB0002473,G003801,City Hotel,Premium All-Inclusive,2016-03-14,10,1,5,2,1,Maybe,TA/TO
FB0002474,G001796,City Hotel,Full Board,2016-02-24,9,3,1,5,3,Y,TA/TO
FB0002475,G001151,City Hotel,Full Board,2016-03-09,6,1,3,5,2,Maybe,TA/TO
FB0002476,G004457,City Hotel,Premium All-Inclusive,2016-03-05,10,2,4,5,4,Y,TA/TO
FB0002477,G002675,City Hotel,Breakfast Included,2016-05-30,9,5,2,5,5,Maybe,TA/TO
FB0002478,G004658,City Hotel,Half Board,2016-04-15,10,5,1,3,5,N,Direct
FB0002479,G002804,Resort Hotel,Half Board,2016-11-11,6,3,2,2,4,Y,Direct
FB0002480,G003401,City Hotel,Standard,2016-08-04,6,1,3,5,4,Y,GDS
FB0002481,G004346,City Hotel,Breakfast Included,2016-04-03,10,5,5,1,5,Y,TA/TO
FB0002482,G002213,Resort Hotel,Half Board,2016-09-05,5,4,4,5,5,Y,TA/TO
FB0002483,G002083,Resort Hotel,Standard,2015-08-11,4,1,2,4,4,Y,GDS
FB0002484,G000889,City Hotel,Premium All-Inclusive,2017-07-25,9,5,4,1,3,N,TA/TO
FB0002485,G001774,City Hotel,Full Board,2015-07-21,7,2,4,1,2,N,Direct
FB0002486,G002602,Resort Hotel,Breakfast Included,2016-11-09,7,1,5,1,2,Y,Direct
FB0002487,G000608,City Hotel,Breakfast Included,2016-02-11,9,5,5,4,5,Maybe,TA/TO
FB0002488,G004546,Resort Hotel,Standard,2016-09-16,9,4,1,5,3,Y,TA/TO
FB0002489,G002637,Resort Hotel,Premium All-Inclusive,2015-12-11,10,1,4,5,3,Maybe,TA/TO
FB0002490,G002870,City Hotel,Half Board,2017-07-13,7,5,1,1,3,Y,TA/TO
FB0002491,G000077,Resort Hotel,Half Board,2016-02-13,6,3,5,2,2,Y,TA/TO
FB0002492,G000541,City Hotel,Premium All-Inclusive,2016-10-25,10,5,2,3,3,N,GDS
FB0002493,G001839,City Hotel,Standard,2016-10-23,10,2,4,4,3,Maybe,GDS
FB0002494,G001845,Resort Hotel,Breakfast Included,2015-11-12,6,5,5,5,1,N,TA/TO
FB0002495,G001494,Resort Hotel,Standard,2015-10-09,6,2,4,2,4,Maybe,Direct
FB0002496,G003389,City Hotel,Breakfast Included,2017-08-19,10,4,1,4,1,N,TA/TO
FB0002497,G001580,City Hotel,Standard,2016-06-12,7,4,5,1,1,N,Direct
FB0002498,G002628,City Hotel,Half Board,2016-01-09,6,5,2,3,3,Y,Direct
FB0002499,G001640,Resort Hotel,Standard,2016-10-27,8,4,1,3,3,N,Direct
FB0002500,G002694,Resort Hotel,Standard,2017-02-18,8,5,5,3,2,Y,GDS
FB0002501,G001333,Resort Hotel,Breakfast Included,2017-06-27,10,1,1,1,4,N,GDS
FB0002502,G002794,City Hotel,Half Board,2016-08-19,6,2,1,2,1,Y,GDS
FB0002503,G003319,Resort Hotel,Premium All-Inclusive,2017-04-28,6,2,1,3,2,Y,TA/TO
FB0002504,G001309,City Hotel,Half Board,2016-04-11,7,1,3,2,5,N,TA/TO
FB0002505,G000398,City Hotel,Half Board,2016-01-22,7,2,3,3,1,Maybe,TA/TO
FB0002506,G001154,City Hotel,Breakfast Included,2015-07-23,7,5,4,3,2,Y,TA/TO
FB0002507,G001311,Resort Hotel,Breakfast Included,2017-03-12,6,4,3,2,1,Y,Direct
FB0002508,G000951,City Hotel,Premium All-Inclusive,2015-07-28,9,4,3,5,2,Maybe,GDS
FB0002509,G000935,Resort Hotel,Full Board,2016-12-15,9,2,1,5,5,Y,GDS
FB0002510,G004726,Resort Hotel,Premium All-Inclusive,2017-03-22,6,5,2,2,5,N,TA/TO
FB0002511,G004034,Resort Hotel,Standard,2015-11-22,7,5,1,1,4,N,Direct
FB0002512,G003819,Resort Hotel,Standard,2016-06-21,6,3,1,2,1,N,TA/TO
FB0002513,G001004,Resort Hotel,Premium All-Inclusive,2016-10-11,6,4,3,1,5,Maybe,GDS
FB0002514,G000055,City Hotel,Premium All-Inclusive,2015-12-27,1,2,5,1,5,Maybe,Direct
FB0002515,G003774,City Hotel,Premium All-Inclusive,2017-05-18,8,4,3,5,3,N,GDS
FB0002516,G004577,Resort Hotel,Standard,2015-07-12,5,4,2,1,5,Y,Direct
FB0002517,G000753,City Hotel,Half Board,2016-12-14,8,5,2,5,4,Y,TA/TO
FB0002518,G003440,City Hotel,Half Board,2015-08-27,9,5,4,2,5,N,Direct
FB0002519,G001376,City Hotel,Breakfast Included,2016-07-10,9,2,3,2,5,Maybe,GDS
FB0002520,G004128,City Hotel,Full Board,2017-04-04,6,2,5,1,3,N,GDS
FB0002521,G001718,City Hotel,Half Board,2017-04-21,8,3,3,4,3,N,Direct
FB0002522,G001878,Resort Hotel,Premium All-Inclusive,2015-08-01,8,3,3,1,2,Maybe,Direct
FB0002523,G002246,Resort Hotel,Full Board,2016-03-11,4,4,5,2,1,Y,Direct
FB0002524,G001012,City Hotel,Breakfast Included,2016-02-26,8,4,1,2,2,Maybe,TA/TO
FB0002525,G004304,Resort Hotel,Breakfast Included,2015-08-30,8,4,1,1,3,Y,Direct
FB0002526,G000940,City Hotel,Full Board,2017-08-11,9,3,1,1,4,Maybe,TA/TO
FB0002527,G003883,Resort Hotel,Full Board,2016-06-10,5,2,2,5,4,Y,TA/TO
FB0002528,G003855,City Hotel,Full Board,2016-08-16,8,2,1,4,5,N,TA/TO
FB0002529,G001315,City Hotel,Full Board,2016-12-09,8,1,3,2,4,Maybe,Direct
FB0002530,G002415,City Hotel,Full Board,2017-07-25,5,1,5,4,5,Y,TA/TO
FB0002531,G004281,City Hotel,Standard,2017-02-07,9,1,4,3,3,N,TA/TO
FB0002532,G003683,Resort Hotel,Breakfast Included,2017-04-14,5,1,1,3,1,Y,Direct
FB0002533,G001796,Resort Hotel,Breakfast Included,2017-08-30,4,4,3,1,1,N,TA/TO
FB0002534,G004021,Resort Hotel,Breakfast Included,2017-04-28,2,5,5,2,1,Maybe,Direct
FB0002535,G002115,City Hotel,Full Board,2016-03-06,7,3,4,1,4,Maybe,TA/TO
FB0002536,G004010,City Hotel,Premium All-Inclusive,2017-02-24,9,1,5,1,1,Y,Direct
FB0002537,G002857,Resort Hotel,Premium All-Inclusive,2016-04-04,0,4,3,3,5,N,Direct
FB0002538,G004549,City Hotel,Breakfast Included,2017-06-11,10,1,4,3,4,N,TA/TO
FB0002539,G003885,City Hotel,Standard,2016-03-06,4,3,2,2,4,Y,GDS
FB0002540,G001629,City Hotel,Breakfast Included,2017-06-09,6,4,4,2,1,Maybe,GDS
FB0002541,G003162,Resort Hotel,Breakfast Included,2017-03-09,5,5,3,5,3,Y,TA/TO
FB0002542,G004269,Resort Hotel,Standard,2015-11-23,6,5,3,4,2,Maybe,GDS
FB0002543,G004031,Resort Hotel,Premium All-Inclusive,2016-01-07,6,2,3,5,1,Maybe,Direct
FB0002544,G001168,Resort Hotel,Half Board,2017-08-12,9,2,4,2,3,N,GDS
FB0002545,G001723,City Hotel,Premium All-Inclusive,2016-03-14,5,1,3,3,3,Maybe,TA/TO
FB0002546,G003194,City Hotel,Premium All-Inclusive,2015-09-10,9,4,4,2,5,N,GDS
FB0002547,G003556,Resort Hotel,Half Board,2017-07-27,7,1,4,2,3,N,TA/TO
FB0002548,G001019,City Hotel,Full Board,2016-10-18,3,5,1,4,3,N,Direct
FB0002549,G003502,Resort Hotel,Breakfast Included,2016-10-30,4,2,1,3,4,Maybe,GDS
FB0002550,G000378,City Hotel,Breakfast Included,2015-07-14,10,4,3,4,5,N,GDS
FB0002551,G002860,City Hotel,Full Board,2017-06-07,5,2,3,3,4,N,TA/TO
FB0002552,G001380,City Hotel,Full Board,2016-08-10,8,5,4,4,2,N,TA/TO
FB0002553,G000981,City Hotel,Full Board,2015-07-06,9,3,5,4,4,N,GDS
FB0002554,G000468,Resort Hotel,Half Board,2017-03-26,6,1,4,5,2,N,Direct
FB0002555,G001019,City Hotel,Premium All-Inclusive,2016-06-20,9,4,3,2,5,Y,GDS
FB0002556,G001020,City Hotel,Premium All-Inclusive,2016-08-18,6,5,1,3,4,N,GDS
FB0002557,G001793,City Hotel,Premium All-Inclusive,2017-01-20,7,3,1,2,4,Maybe,GDS
FB0002558,G003157,City Hotel,Breakfast Included,2017-05-23,9,3,1,2,3,Maybe,Direct
FB0002559,G004962,Resort Hotel,Breakfast Included,2016-12-18,10,3,1,3,1,Y,Direct
FB0002560,G000607,City Hotel,Standard,2016-07-29,7,4,2,4,5,N,Direct
FB0002561,G003726,Resort Hotel,Breakfast Included,2016-10-18,7,1,3,3,5,Maybe,GDS
FB0002562,G003914,City Hotel,Premium All-Inclusive,2016-12-01,10,1,1,5,1,Y,Direct
FB0002563,G001157,City Hotel,Half Board,2015-12-19,6,4,4,4,4,Maybe,GDS
FB0002564,G004356,Resort Hotel,Standard,2017-08-17,10,3,3,2,2,Maybe,Direct
FB0002565,G001860,City Hotel,Full Board,2015-11-03,2,4,3,4,4,Y,Direct
FB0002566,G000328,Resort Hotel,Standard,2016-09-27,7,3,2,2,5,N,GDS
FB0002567,G002213,Resort Hotel,Standard,2015-10-01,4,3,4,5,5,Maybe,Direct
FB0002568,G003749,City Hotel,Breakfast Included,2015-08-28,8,2,3,2,3,Y,Direct
FB0002569,G004346,Resort Hotel,Standard,2016-07-01,6,4,4,1,1,N,GDS
FB0002570,G004487,Resort Hotel,Half Board,2015-08-14,9,1,2,5,1,Maybe,GDS
FB0002571,G001570,Resort Hotel,Standard,2015-10-11,10,1,4,2,5,N,Direct
FB0002572,G000746,City Hotel,Standard,2016-12-24,5,1,3,2,3,Maybe,TA/TO
FB0002573,G003678,City Hotel,Breakfast Included,2015-08-16,9,3,4,1,5,Maybe,GDS
FB0002574,G004570,Resort Hotel,Breakfast Included,2015-09-26,8,4,2,5,3,Y,TA/TO
FB0002575,G002154,Resort Hotel,Half Board,2016-04-14,7,1,3,4,5,Y,Direct
FB0002576,G000517,City Hotel,Breakfast Included,2017-02-05,6,4,5,3,2,Maybe,TA/TO
FB0002577,G001554,Resort Hotel,Breakfast Included,2016-07-19,4,3,1,5,3,Y,GDS
FB0002578,G003291,City Hotel,Premium All-Inclusive,2015-10-10,9,5,2,4,5,N,TA/TO
FB0002579,G002998,Resort Hotel,Premium All-Inclusive,2016-12-06,8,5,4,4,2,N,TA/TO
FB0002580,G002970,Resort Hotel,Premium All-Inclusive,2016-12-29,9,1,5,3,5,Maybe,GDS
FB0002581,G002858,City Hotel,Full Board,2015-10-30,10,2,3,5,4,Maybe,GDS
FB0002582,G004271,City Hotel,Half Board,2015-11-05,2,1,1,5,3,Y,TA/TO
FB0002583,G002494,City Hotel,Full Board,2017-07-28,0,2,1,3,5,Y,GDS
FB0002584,G002647,Resort Hotel,Premium All-Inclusive,2017-08-29,9,1,5,2,3,Y,GDS
FB0002585,G003667,City Hotel,Breakfast Included,2017-05-11,10,2,4,4,1,N,TA/TO
FB0002586,G000296,Resort Hotel,Full Board,2015-11-26,6,1,5,1,4,Maybe,TA/TO
FB0002587,G001375,Resort Hotel,Premium All-Inclusive,2015-10-09,5,5,1,5,3,N,TA/TO
FB0002588,G003083,City Hotel,Standard,2017-07-12,5,2,2,4,4,Maybe,Direct
FB0002589,G002787,Resort Hotel,Full Board,2017-07-08,10,1,1,5,4,Y,Direct
FB0002590,G000736,City Hotel,Standard,2015-07-24,9,2,4,2,2,Y,GDS
FB0002591,G000551,Resort Hotel,Breakfast Included,2016-04-28,8,1,5,5,2,Maybe,TA/TO
FB0002592,G003689,City Hotel,Breakfast Included,2016-02-15,10,1,5,3,5,N,Direct
FB0002593,G002381,Resort Hotel,Half Board,2017-02-19,5,2,4,4,2,N,Direct
FB0002594,G004858,Resort Hotel,Premium All-Inclusive,2016-07-20,10,5,1,4,3,Y,TA/TO
FB0002595,G003467,City Hotel,Full Board,2016-02-01,7,5,1,2,2,Maybe,Direct
FB0002596,G001518,City Hotel,Standard,2017-04-18,7,4,1,5,2,Y,GDS
FB0002597,G003755,City Hotel,Standard,2017-06-06,9,4,1,2,2,Maybe,Direct
FB0002598,G004485,City Hotel,Breakfast Included,2017-01-12,8,3,3,5,4,N,Direct
FB0002599,G001293,City Hotel,Half Board,2017-08-30,7,3,5,5,4,Y,GDS
FB0002600,G003134,Resort Hotel,Standard,2017-06-28,3,2,2,2,4,Maybe,TA/TO
FB0002601,G004747,City Hotel,Standard,2016-02-29,3,3,4,3,3,Y,TA/TO
FB0002602,G000685,Resort Hotel,Standard,2017-05-23,9,2,5,3,5,Y,Direct
FB0002603,G003471,Resort Hotel,Breakfast Included,2015-08-10,9,1,1,2,5,Y,TA/TO
FB0002604,G004369,City Hotel,Half Board,2017-04-12,7,3,5,1,2,Maybe,Direct
FB0002605,G003175,Resort Hotel,Standard,2017-02-09,8,2,3,4,5,Maybe,Direct
FB0002606,G000226,Resort Hotel,Full Board,2016-06-20,7,2,1,4,3,N,Direct
FB0002607,G003974,City Hotel,Full Board,2016-02-02,6,1,4,5,5,Maybe,GDS
FB0002608,G001222,Resort Hotel,Full Board,2016-06-11,10,2,5,4,4,Maybe,TA/TO
FB0002609,G000454,Resort Hotel,Full Board,2016-01-30,9,3,2,1,5,Y,TA/TO
FB0002610,G001674,City Hotel,Premium All-Inclusive,2016-08-10,10,5,5,2,2,Maybe,GDS
FB0002611,G004853,Resort Hotel,Premium All-Inclusive,2016-03-07,10,3,2,1,3,N,GDS
FB0002612,G000189,Resort Hotel,Premium All-Inclusive,2016-02-15,10,2,4,4,3,N,GDS
FB0002613,G004417,City Hotel,Breakfast Included,2016-07-18,5,1,2,4,1,Y,Direct
FB0002614,G003563,City Hotel,Half Board,2017-07-20,6,1,1,1,5,Maybe,TA/TO
FB0002615,G000027,City Hotel,Half Board,2017-03-31,9,5,4,2,4,N,GDS
FB0002616,G003684,City Hotel,Breakfast Included,2016-08-31,10,3,2,1,3,Maybe,Direct
FB0002617,G002153,City Hotel,Half Board,2016-07-13,9,2,2,5,4,N,Direct
FB0002618,G003796,Resort Hotel,Half Board,2015-11-30,8,5,5,1,5,Maybe,TA/TO
FB0002619,G004029,Resort Hotel,Half Board,2016-09-11,10,1,5,5,3,N,TA/TO
FB0002620,G003103,City Hotel,Half Board,2017-07-31,4,4,1,2,2,Maybe,TA/TO
FB0002621,G004190,Resort Hotel,Premium All-Inclusive,2017-05-18,9,5,4,5,5,N,Direct
FB0002622,G001036,Resort Hotel,Full Board,2017-08-22,5,3,2,5,5,Y,TA/TO
FB0002623,G004337,City Hotel,Standard,2016-02-05,3,2,1,2,3,Y,Direct
FB0002624,G001039,City Hotel,Standard,2016-04-22,4,4,5,5,1,Maybe,GDS
FB0002625,G001420,Resort Hotel,Premium All-Inclusive,2016-02-28,7,4,1,5,5,N,TA/TO
FB0002626,G002697,City Hotel,Premium All-Inclusive,2017-08-11,8,4,1,2,1,Maybe,Direct
FB0002627,G003763,City Hotel,Standard,2016-09-17,8,4,4,4,5,Maybe,GDS
FB0002628,G001147,City Hotel,Half Board,2016-02-28,9,2,5,3,3,N,GDS
FB0002629,G000747,Resort Hotel,Standard,2017-02-01,8,3,3,5,3,Maybe,GDS
FB0002630,G000683,Resort Hotel,Standard,2015-07-11,6,3,3,1,3,Y,GDS
FB0002631,G002111,Resort Hotel,Standard,2015-09-12,8,5,2,1,2,Y,Direct
FB0002632,G000900,Resort Hotel,Premium All-Inclusive,2016-10-27,10,3,5,1,3,N,Direct
FB0002633,G000479,Resort Hotel,Standard,2015-11-08,7,4,4,5,3,Y,GDS
FB0002634,G000465,Resort Hotel,Half Board,2016-04-20,2,1,3,5,3,N,GDS
FB0002635,G001101,City Hotel,Standard,2016-11-05,9,2,5,3,2,Maybe,TA/TO
FB0002636,G000618,City Hotel,Premium All-Inclusive,2016-09-05,10,4,3,5,4,Y,TA/TO
FB0002637,G004300,City Hotel,Half Board,2015-12-06,6,5,3,4,3,Maybe,TA/TO
FB0002638,G000890,City Hotel,Half Board,2016-01-28,10,3,5,5,2,Y,GDS
FB0002639,G004523,City Hotel,Half Board,2016-01-29,8,1,5,4,1,N,TA/TO
FB0002640,G003140,Resort Hotel,Half Board,2017-08-23,6,5,5,2,5,Maybe,Direct
FB0002641,G003738,Resort Hotel,Half Board,2016-12-13,2,2,3,4,5,N,GDS
FB0002642,G001555,City Hotel,Standard,2016-05-27,9,4,2,4,4,Maybe,GDS
FB0002643,G000852,City Hotel,Breakfast Included,2017-06-02,7,1,4,2,5,N,TA/TO
FB0002644,G002258,Resort Hotel,Premium All-Inclusive,2016-10-19,9,2,4,2,3,N,GDS
FB0002645,G003194,Resort Hotel,Full Board,2016-05-16,3,5,3,5,5,Y,TA/TO
FB0002646,G001823,Resort Hotel,Breakfast Included,2017-08-09,9,2,5,5,4,Y,Direct
FB0002647,G002226,Resort Hotel,Half Board,2015-10-25,6,5,5,4,4,Maybe,Direct
FB0002648,G002119,Resort Hotel,Premium All-Inclusive,2016-06-01,9,5,4,1,3,Y,TA/TO
FB0002649,G003717,Resort Hotel,Full Board,2015-09-25,10,3,1,2,4,N,Direct
FB0002650,G002024,Resort Hotel,Half Board,2015-11-16,10,2,2,2,4,N,TA/TO
FB0002651,G001561,City Hotel,Full Board,2016-05-29,9,2,1,5,4,N,GDS
FB0002652,G001061,Resort Hotel,Breakfast Included,2015-10-03,9,5,1,4,3,Maybe,TA/TO
FB0002653,G004997,Resort Hotel,Breakfast Included,2016-06-18,8,2,4,5,1,Maybe,Direct
FB0002654,G002573,Resort Hotel,Half Board,2016-11-15,2,4,5,5,4,Y,TA/TO
FB0002655,G001152,Resort Hotel,Standard,2017-04-29,4,3,4,2,2,N,GDS
FB0002656,G004741,Resort Hotel,Standard,2016-08-21,4,5,2,4,1,Maybe,Direct
FB0002657,G004504,City Hotel,Premium All-Inclusive,2017-08-13,10,4,2,1,1,Maybe,TA/TO
FB0002658,G004474,Resort Hotel,Full Board,2015-12-24,6,3,1,4,4,Maybe,GDS
FB0002659,G004342,City Hotel,Premium All-Inclusive,2016-08-29,10,2,1,3,2,Y,TA/TO
FB0002660,G001106,Resort Hotel,Standard,2016-11-08,5,4,4,3,2,Maybe,GDS
FB0002661,G004952,Resort Hotel,Premium All-Inclusive,2016-01-10,9,5,4,2,3,Y,GDS
FB0002662,G004106,City Hotel,Half Board,2016-04-05,1,4,3,1,3,Maybe,Direct
FB0002663,G003029,City Hotel,Premium All-Inclusive,2015-10-19,8,3,4,1,3,Maybe,TA/TO
FB0002664,G004505,Resort Hotel,Half Board,2016-06-11,5,3,1,4,2,Y,TA/TO
FB0002665,G002826,Resort Hotel,Half Board,2017-01-07,7,5,2,2,2,Maybe,Direct
FB0002666,G000714,City Hotel,Full Board,2017-01-12,5,5,1,5,3,Y,Direct
FB0002667,G002105,Resort Hotel,Breakfast Included,2016-10-11,6,5,2,2,4,N,TA/TO
FB0002668,G002926,Resort Hotel,Breakfast Included,2016-06-14,6,1,5,4,4,Maybe,TA/TO
FB0002669,G001717,City Hotel,Standard,2017-08-07,5,1,1,5,4,Maybe,GDS
FB0002670,G002304,Resort Hotel,Full Board,2016-05-18,8,2,2,3,4,N,Direct
FB0002671,G004225,City Hotel,Premium All-Inclusive,2016-12-04,6,4,1,4,5,N,GDS
FB0002672,G003980,City Hotel,Full Board,2015-08-03,7,3,2,5,5,N,Direct
FB0002673,G003587,City Hotel,Full Board,2017-04-12,4,4,5,1,1,Maybe,TA/TO
FB0002674,G003464,City Hotel,Half Board,2016-07-31,8,2,1,1,3,N,GDS
